domain,canonical_url,category,source,selection_method,selection_timestamp
foundation-018.org,https://foundation-018.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-020.org,https://foundation-020.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
foundation-022.org,https://foundation-022.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
freedomhouse.org,https://freedomhouse.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fsf.org,https://fsf.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gatesfoundation.org,https://gatesfoundation.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
girlscouts.org,https://girlscouts.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
goodwill.org,https://goodwill.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
greenpeace.org,https://greenpeace.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gutenberg.org,https://gutenberg.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
habitat.org,https://habitat.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
heart.org,https://heart.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hewlett.org,https://hewlett.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
historicenvironment.scot,https://historicenvironment.scot,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hrw.org,https://hrw.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
iana.org,https://iana.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
icann.org,https://icann.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
icij.org,https://icij.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ieee.org,https://ieee.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ietf.org,https://ietf.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
iiss.org,https://iiss.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
imf.org,https://imf.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-001.org,https://institute-001.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-003.org,https://institute-003.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-005.org,https://institute-005.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-007.org,https://institute-007.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-009.org,https://institute-009.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-011.org,https://institute-011.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-013.org,https://institute-013.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-015.org,https://institute-015.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-017.org,https://institute-017.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-019.org,https://institute-019.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
institute-021.org,https://institute-021.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
internetsociety.org,https://internetsociety.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kb.dk,https://kb.dk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kb.nl,https://kb.nl,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kellogg.org,https://kellogg.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
lionsclubs.org,https://lionsclubs.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
louvre.fr,https://louvre.fr,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
macfound.org,https://macfound.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
medrxiv.org,https://medrxiv.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mellon.org,https://mellon.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
metmuseum.org,https://metmuseum.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
moma.org,https://moma.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
moore.org,https://moore.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nationaltrust.org.uk,https://nationaltrust.org.uk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nature.org,https://nature.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nb.no,https://nb.no,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ndl.go.jp,https://ndl.go.jp,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nga.gov,https://nga.gov,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nla.gov.au,https://nla.gov.au,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nlc.cn,https://nlc.cn,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nli.org.il,https://nli.org.il,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nrdc.org,https://nrdc.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nypl.org,https://nypl.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oceanconservancy.org,https://oceanconservancy.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oecd.org,https://oecd.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
okfn.org,https://okfn.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
opencontent.org,https://opencontent.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
opensecrets.org,https://opensecrets.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
opensocietyfoundations.org,https://opensocietyfoundations.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
orcid.org,https://orcid.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oxfam.org,https://oxfam.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
packard.org,https://packard.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pewresearch.org,https://pewresearch.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
plos.org,https://plos.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
prado.es,https://prado.es,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
propublica.org,https://propublica.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
publicknowledge.org,https://publicknowledge.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rand.org,https://rand.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
redcross.org,https://redcross.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rijksmuseum.nl,https://rijksmuseum.nl,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rockefellerfoundation.org,https://rockefellerfoundation.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rotary.org,https://rotary.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rsf.org,https://rsf.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rspb.org.uk,https://rspb.org.uk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
salvationarmy.org,https://salvationarmy.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
scouting.org,https://scouting.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
si.edu,https://si.edu,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sierraclub.org,https://sierraclub.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sipri.org,https://sipri.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
smithsonian.org,https://smithsonian.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sparcopen.org,https://sparcopen.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ssrn.com,https://ssrn.com,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
templeton.org,https://templeton.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
transparency.org,https://transparency.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
un.org,https://un.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
unesco.org,https://unesco.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
unicef.org,https://unicef.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
unitedway.org,https://unitedway.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
w3.org,https://w3.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wellcome.org,https://wellcome.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
who.int,https://who.int,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wikimedia.org,https://wikimedia.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wikipedia.org,https://wikipedia.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
worldbank.org,https://worldbank.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
worldwildlife.org,https://worldwildlife.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wto.org,https://wto.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
wwf.org.uk,https://wwf.org.uk,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ymca.org,https://ymca.org,Nonprofits,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
3m.com,https://3m.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
abb.com,https://abb.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
airbus.com,https://airbus.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
alstom.com,https://alstom.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
amd.com,https://amd.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
analog.com,https://analog.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
apple.com,https://apple.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
astrazeneca.com,https://astrazeneca.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
att.com,https://att.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
baesystems.com,https://baesystems.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
basf.com,https://basf.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bayer.com,https://bayer.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bell.ca,https://bell.ca,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bmwgroup.com,https://bmwgroup.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
boeing.com,https://boeing.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bp.com,https://bp.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bridgestone.com,https://bridgestone.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
broadcom.com,https://broadcom.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
bt.com,https://bt.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
canon.com,https://canon.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
casio.com,https://casio.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
caterpillar.com,https://caterpillar.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
chevron.com,https://chevron.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cisco.com,https://cisco.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
citizenwatch.com,https://citizenwatch.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
coca-cola.com,https://coca-cola.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
continental.com,https://continental.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-002.com,https://corp-002.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-004.com,https://corp-004.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-006.com,https://corp-006.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-008.com,https://corp-008.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-010.com,https://corp-010.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-012.com,https://corp-012.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-014.com,https://corp-014.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-016.com,https://corp-016.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
corp-018.com,https://corp-018.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
cup.org,https://cup.org,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
daimler.com,https://daimler.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
danone.com,https://danone.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
deere.com,https://deere.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dell.com,https://dell.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
deutschetelekom.com,https://deutschetelekom.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dow.com,https://dow.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
dupont.com,https://dupont.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
edf.fr,https://edf.fr,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
elsevier.com,https://elsevier.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
enel.com,https://enel.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
engie.com,https://engie.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
eni.com,https://eni.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
eon.com,https://eon.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
equinor.com,https://equinor.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
exxonmobil.com,https://exxonmobil.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ford.com,https://ford.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
fujitsu.com,https://fujitsu.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ge.com,https://ge.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
general-dynamics.com,https://general-dynamics.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
generalmills.com,https://generalmills.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
goodyear.com,https://goodyear.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
gsk.com,https://gsk.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hitachi.com,https://hitachi.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
honda.com,https://honda.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
hp.com,https://hp.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
iberdrola.com,https://iberdrola.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ibm.com,https://ibm.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-001.co.uk,https://industries-001.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-003.co.uk,https://industries-003.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-005.co.uk,https://industries-005.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-007.co.uk,https://industries-007.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-009.co.uk,https://industries-009.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-011.co.uk,https://industries-011.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-013.co.uk,https://industries-013.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-015.co.uk,https://industries-015.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
industries-017.co.uk,https://industries-017.co.uk,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
infineon.com,https://infineon.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
intel.com,https://intel.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
jnj.com,https://jnj.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kawasaki.com,https://kawasaki.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kddi.com,https://kddi.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
kelloggs.com,https://kelloggs.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
komatsu.com,https://komatsu.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
leonardo.com,https://leonardo.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
lockheedmartin.com,https://lockheedmartin.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mars.com,https://mars.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
merck.com,https://merck.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
michelin.com,https://michelin.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
microsoft.com,https://microsoft.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mitsubishi.com,https://mitsubishi.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
mondelezinternational.com,https://mondelezinternational.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nationalgrid.com,https://nationalgrid.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nec.com,https://nec.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nestle.com,https://nestle.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nikon.com,https://nikon.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nissan-global.com,https://nissan-global.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
northropgrumman.com,https://northropgrumman.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
novartis.com,https://novartis.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ntt.co.jp,https://ntt.co.jp,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
nxp.com,https://nxp.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oracle.com,https://oracle.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
orange.com,https://orange.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
oup.com,https://oup.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
panasonic.com,https://panasonic.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pearson.com,https://pearson.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pepsico.com,https://pepsico.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pfizer.com,https://pfizer.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pg.com,https://pg.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
philips.com,https://philips.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
pirelli.com,https://pirelli.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
qualcomm.com,https://qualcomm.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
raytheon.com,https://raytheon.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
relx.com,https://relx.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
renaultgroup.com,https://renaultgroup.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
repsol.com,https://repsol.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
ricoh.com,https://ricoh.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
roche.com,https://roche.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rogers.com,https://rogers.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rolls-royce.com,https://rolls-royce.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
rwe.com,https://rwe.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
saab.com,https://saab.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
sagepub.com,https://sagepub.com,Long-running companies,public_curated_registry,deterministic_sample_seed_42,2026-08-17T19:48:05.066232+00:00
